24576,reference,https://patents.google.com/patent/US3313487?oq=3313487
24577,reference,https://patents.google.com/patent/US3608810?oq=3608810
24578,reference,https://patents.google.com/patent/US3784099?oq=3784099
24579,reference,http://www.stopsprayingcalifornia.com/What_are_they_Spraying.php
24580,reference,http://patents.com/us-6315213.html
24581,reference,https://patents.google.com/patent/US5148173?oq=5148173
24582,reference,https://patents.google.com/patent/US5912396?oq=5912396
24583,reference,http://patents.com/us-6030506.html
24584,reference,https://patents.google.com/patent/US6569393?oq=6569393
24585,reference,http://www.ptodirect.com/Results/Patents?query=PN/3613992
24586,reference,http://patents.com/us-6263744.html
24587,reference,http://patents.com/us-6034073.html
24588,reference,https://patents.google.com/patent/US4686605?oq=4686605
24589,reference,https://patents.google.com/patent/US5762298?oq=5762298
24590,reference,"http://www.chemtrails911.com/docs/Centre%20Pointe%20Learning,corporate.htm"
24591,reference,https://www.airuniversity.af.edu/CSAT/
24592,reference,https://patents.google.com/patent/US5327222?oq=5327222
24593,reference,https://patents.google.com/patent/US5110502?oq=5110502
24594,reference,https://patents.google.com/patent/US1338343
24595,reference,https://patents.google.com/patent/US5286979?oq=5286979
24596,reference,http://patents.com/us-6110590.html
24597,reference,https://patents.google.com/patent/US2582678?oq=2582678
24598,reference,https://patents.google.com/patent/US1665267?oq=1665267
24599,reference,https://patents.google.com/patent/US5360162?oq=5360162
24600,reference,https://go.newspapers.com/results.php?query=1965+modify+natural+precipitation
24601,reference,https://patents.google.com/patent/US3785557?oq=3785557
24602,reference,https://www.carbontax.org/
24603,reference,https://patents.google.com/patent/US2614083?oq=2614083
24604,reference,https://patents.google.com/patent/US2801322?oq=2801322
24605,reference,https://patents.google.com/patent/US3677840?oq=3677840
24606,reference,https://patents.google.com/patent/US3940060?oq=3940060
24607,reference,https://patents.google.com/patent/US3990987?oq=3990987
24608,reference,https://patents.google.com/patent/US4836086?oq=4836086
24609,reference,https://patents.google.com/patent/US3769107?oq=3769107
24610,reference,https://patents.google.com/patent/US5922976?oq=5922976
24611,reference,https://patents.google.com/patent/US4712155?oq=4712155
24612,reference,https://patents.google.com/patent/US3722183?oq=3722183
24613,reference,https://patents.google.com/patent/US5984239?oq=5984239
24614,reference,https://patents.google.com/patent/US4096005?oq=4096005
24615,reference,https://patents.google.com/patent/US1338343?oq=1338343
24616,reference,https://patents.google.com/patent/US5628455?oq=5628455
24617,reference,https://patents.google.com/patent/US2097581?oq=2097581
24618,reference,http://www.google.com/patents?id=xtkbAAAAEBAJ&printsec=frontcover&dq=5038664&source=bl&ots=2Ataw7AHX0&sig=_znJu1AUDGrwUxBPrwoPB5oO6og&hl=en&sa=X&ei=sWFLUM_WHZCc8QSYzIHgBQ&ved=0CDEQ6AEwAA
24619,reference,https://patents.google.com/patent/US3410489?oq=3410489
24620,reference,https://patents.google.com/patent/US4141274?oq=4141274
24621,reference,http://patents.com/us-6281972.html
24622,reference,https://patents.google.com/patent/US2688069?oq=2688069
24623,reference,https://patents.google.com/patent/US1928963?oq=1928963
24624,reference,https://patents.google.com/patent/US4633714?oq=4633714
24625,reference,https://patents.google.com/patent/US5156802?oq=5156802
24626,reference,https://patents.google.com/patent/US3613992?oq=3613992
24627,reference,http://patents.com/us-6408704.html
24628,reference,https://patents.google.com/patent/US5041834?oq=5041834
24629,reference,https://patents.google.com/patent/US1619183?oq=1619183
24630,reference,https://patents.google.com/patent/US1957075?oq=1957075
24631,reference,https://patents.google.com/patent/US3940059?oq=3940059
24632,reference,https://patents.google.com/patent/US3429507?oq=3429507
24633,reference,https://patents.google.com/patent/US3126155?oq=3126155
24634,government,https://www.nasa.gov/centers/langley/news/releases/2004/04-140.html
24636,article,http://occupydemocrats.com/2016/09/22/journalists-open-letter-trump-supporters-just-set-internet-fire/
24637,person,Natalie Dickinson
24638,quote,nothings gonna take down trump at this point so im not gonna bother
24639,quote,no no this post is for me
24640,quote,i am preaching to the sad little choir in my soul here
24642,article,https://www.activistpost.com/2017/09/6-year-old-boy-reprimanded-taking-knee-school-pledge-didnt-permit.html
24643,quote,what he did was have a difference of opinion
24644,person,Eugenia McDowell
24645,quote,he was silently protesting and exercising his constitutional right
24646,quote,my concern is she infringed upon his constitutional right to express himself to protest peacefully and she also made him feel like his decision to come up with his own opinion about things was the wrong thing to do
24647,quote,our policy  and state law for that matter  requires that a parent submit a request in writing that their student be exempted from participating in the pledge
24648,quote,if he had that exemption nothing would have been said
24649,quote,students could stand students could kneel they dont have to put their hand on their heart
24650,quote,they just have to be respectful of the students who are participating
24651,quote,we are no longer going be silenced our voices will be heard and our little black boys that sit in classrooms today not just my son but every other child that looks like him they are not going to be silenced
24652,article,http://thefreethoughtproject.com/story-iconic-photo-man-defying-hitler-nazis/
24653,article,http://thefreethoughtproject.com/6yo-boy-reprimanded-pledge/
24654,reference,https://thefreethoughtproject.com/
24655,reference,https://steemit.com/@tftproject
24656,reference,https://www.facebook.com/TheREALMattAgorist/
